Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Years
33,Jeremy Shockey*,NYG,26,TE,15,15,115,66,57.40%,623,9.4,7,37,25,5.4,4.4,41.5,0,2006
25,Jeremy Shockey*+,NYG,22,TE,15,14,128,74,57.80%,894,12.1,2,49,30,7,4.9,59.6,3,2002
419,Jeremy Sprinkle,WAS,23,TE,11,5,3,2,66.70%,13,6.5,1,1,7,4.3,0.2,1.2,0,2017
362,Jeremy Sprinkle,WAS,24,TE,16,9,9,5,55.60%,41,8.2,1,3,15,4.6,0.3,2.6,0,2018
175,Jeremy Sprinkle,WAS,25,TE,16,13,40,26,65.00%,241,9.3,1,13,23,6,1.6,15.1,1,2019
487,Jeremy Sprinkle,WAS,26,TE,16,6,3,1,33.30%,6,6,0,0,6,2,0.1,0.4,0,2020
414,Jeremy Sprinkle,DAL,27,TE,17,4,3,3,100.00%,31,10.3,0,2,11,10.3,0.2,1.8,0,2021
57,Jermaine Gresham,CIN,22,TE,15,10,83,52,62.70%,471,9.1,4,26,27,5.7,3.5,31.4,2,2010
89,Jermaine Gresham,CIN,25,TE,14,14,68,46,67.60%,458,10,4,24,30,6.7,3.3,32.7,3,2013
54,Jermaine Gresham,CIN,26,TE,15,15,79,62,78.50%,460,7.4,5,24,23,5.8,4.1,30.7,3,2014
219,Jermaine Gresham,ARI,27,TE,15,12,32,18,56.30%,223,12.4,1,13,22,7,1.2,14.9,0,2015
122,Jermaine Gresham,ARI,28,TE,16,14,61,37,60.70%,391,10.6,2,19,34,6.4,2.3,24.4,1,2016
126,Jermaine Gresham,ARI,29,TE,14,14,46,33,71.70%,322,9.8,2,17,21,7,2.4,23,0,2017
295,Jermaine Gresham,ARI,30,TE,13,11,12,9,75.00%,94,10.4,0,6,26,7.8,0.7,7.2,1,2018
50,Jermaine Gresham*,CIN,23,TE,14,13,92,56,60.90%,596,10.6,6,29,31,6.5,4,42.6,1,2011
35,Jermaine Gresham*,CIN,24,TE,16,15,94,64,68.10%,737,11.5,5,33,55,7.8,4,46.1,2,2012
178,Jermaine Wiggins,2TM,25,TE,15,2,28,18,64.30%,207,11.5,2,0,59,7.4,1.2,13.8,1,2000
212,Jermaine Wiggins,NWE,26,TE,16,6,21,14,66.70%,133,9.5,4,10,31,6.3,0.9,8.3,0,2001
266,Jermaine Wiggins,2TM,27,TE,14,1,15,10,66.70%,62,6.2,1,0,17,4.1,0.7,4.4,1,2002
280,Jermaine Wiggins,CAR,28,TE,16,11,20,8,40.00%,80,10,1,4,23,4,0.5,5,0,2003
28,Jermaine Wiggins,MIN,29,TE,14,13,92,71,77.20%,705,9.9,4,33,39,7.7,5.1,50.4,1,2004
31,Jermaine Wiggins,MIN,30,TE,16,8,92,69,75.00%,568,8.2,1,31,24,6.2,4.3,35.5,0,2005
72,Jermaine Wiggins,MIN,31,TE,16,3,67,46,68.70%,386,8.4,1,20,24,5.8,2.9,24.1,1,2006
299,Jermichael Finley,GNB,21,TE,14,1,12,6,50.00%,74,12.3,1,3,35,6.2,0.4,5.3,0,2008
50,Jermichael Finley,GNB,22,TE,13,10,72,55,76.40%,676,12.3,5,30,62,9.4,4.2,52,1,2009
184,Jermichael Finley,GNB,23,TE,5,5,26,21,80.80%,301,14.3,1,12,34,11.6,4.2,60.2,0,2010
51,Jermichael Finley,GNB,24,TE,16,13,92,55,59.80%,767,13.9,8,45,41,8.3,3.4,47.9,0,2011
45,Jermichael Finley,GNB,25,TE,16,14,87,61,70.10%,667,10.9,2,31,40,7.7,3.8,41.7,1,2012
171,Jermichael Finley,GNB,26,TE,6,5,34,25,73.50%,300,12,3,13,52,8.8,4.2,50,0,2013
316,Jerome Cunningham,NYG,24,TE,9,3,16,8,50.00%,59,7.4,0,4,16,3.7,0.9,6.6,0,2015
499,Jerome Cunningham,DET,27,TE,3,0,1,0,0.00%,0,,0,0,0,0,0,0,0,2018
451,Jeron Mastrud,MIA,23,TE,8,2,1,0,0.00%,0,,0,0,0,0,0,0,,2010
425,Jeron Mastrud,MIA,24,TE,14,3,2,1,50.00%,8,8,0,1,8,4,0.1,0.6,0,2011
315,Jeron Mastrud,OAK,26,TE,16,12,13,6,46.20%,88,14.7,0,3,41,6.8,0.4,5.5,0,2013
147,Jerramy Stevens,SEA,23,TE,12,1,42,26,61.90%,252,9.7,3,15,29,6,2.2,21,1,2002
308,Jerramy Stevens,SEA,24,TE,16,3,19,6,31.60%,72,12,0,3,26,3.8,0.4,4.5,0,2003
118,Jerramy Stevens,SEA,25,TE,16,5,47,31,66.00%,349,11.3,3,19,32,7.4,1.9,21.8,0,2004
67,Jerramy Stevens,SEA,26,TE,16,11,68,45,66.20%,554,12.3,5,31,35,8.1,2.8,34.6,0,2005
165,Jerramy Stevens,SEA,27,TE,11,6,48,22,45.80%,231,10.5,4,12,26,4.8,2,21,1,2006
204,Jerramy Stevens,TAM,28,TE,15,3,21,18,85.70%,189,10.5,4,11,24,9,1.2,12.6,0,2007
107,Jerramy Stevens,TAM,29,TE,14,3,59,36,61.00%,397,11,2,17,31,6.7,2.6,28.4,0,2008
221,Jerramy Stevens,TAM,30,TE,16,8,32,15,46.90%,130,8.7,1,6,17,4.1,0.9,8.1,0,2009
370,Jerramy Stevens,TAM,31,TE,5,1,5,3,60.00%,43,14.3,0,2,22,8.6,0.6,8.6,0,2010
390,Jesper Horsted,LVR,25,TE,15,0,4,3,75.00%,19,6.3,0,0,9,4.8,0.2,1.3,0,2022
320,Jesse James,PIT,21,TE,8,2,11,8,72.70%,56,7,1,2,20,5.1,1,7,0,2015
116,Jesse James,PIT,22,TE,16,13,60,39,65.00%,338,8.7,3,20,24,5.6,2.4,21.1,0,2016
91,Jesse James,PIT,23,TE,16,14,63,43,68.30%,372,8.7,3,20,32,5.9,2.7,23.3,0,2017
140,Jesse James,PIT,24,TE,16,7,39,30,76.90%,423,14.1,2,17,51,10.8,1.9,26.4,0,2018
218,Jesse James,DET,25,TE,16,11,27,16,59.30%,142,8.9,0,8,23,5.3,1,8.9,0,2019
252,Jesse James,DET,26,TE,16,7,22,14,63.60%,129,9.2,2,6,31,5.9,0.9,8.1,0,2020
328,Jesse James,CHI,27,TE,14,9,8,7,87.50%,62,8.9,1,3,19,7.8,0.5,4.4,0,2021
356,Jim Dray,ARI,24,TE,16,3,9,3,33.30%,47,15.7,0,3,24,5.2,0.2,2.9,0,2010
384,Jim Dray,ARI,25,TE,10,0,5,2,40.00%,25,12.5,0,1,20,5,0.2,2.5,0,2011
384,Jim Dray,ARI,26,TE,13,0,2,2,100.00%,15,7.5,0,1,12,7.5,0.2,1.2,0,2012
163,Jim Dray,ARI,27,TE,16,15,32,26,81.30%,215,8.3,2,14,18,6.7,1.6,13.4,1,2013
214,Jim Dray,CLE,28,TE,16,8,27,17,63.00%,242,14.2,1,12,31,9,1.1,15.1,0,2014
338,Jim Dray,CLE,29,TE,16,10,16,6,37.50%,61,10.2,0,3,18,3.8,0.4,3.8,0,2015
112,Jim Kleinsasser,MIN,25,TE,14,12,50,37,74.00%,393,10.6,1,22,39,7.9,2.6,28.1,0,2002
73,Jim Kleinsasser,MIN,26,TE,16,16,59,46,78.00%,401,8.7,4,23,19,6.8,2.9,25.1,0,2003
379,Jim Kleinsasser,MIN,27,TE,1,1,3,2,66.70%,24,12,0,1,18,8,2,24,0,2004
167,Jim Kleinsasser,MIN,28,TE,16,16,28,22,78.60%,171,7.8,0,6,15,6.1,1.4,10.7,1,2005
292,Jim Kleinsasser,MIN,29,TE,16,12,16,7,43.80%,47,6.7,0,1,14,2.9,0.4,2.9,0,2006
343,Jim Kleinsasser,MIN,30,TE,16,10,10,4,40.00%,43,10.8,1,3,26,4.3,0.3,2.7,0,2007
307,Jim Kleinsasser,MIN,31,TE,16,11,13,6,46.20%,92,15.3,0,5,34,7.1,0.4,5.8,0,2008
252,Jim Kleinsasser,MIN,32,TE,16,8,16,10,62.50%,70,7,0,3,21,4.4,0.6,4.4,0,2009
420,Jim Kleinsasser,MIN,34,TE,16,11,6,1,16.70%,4,4,0,0,4,0.7,0.1,0.3,0,2011
138,Jimmy Graham,NOR,24,TE,15,5,44,31,70.50%,356,11.5,5,21,52,8.1,2.1,23.7,1,2010
15,Jimmy Graham,NOR,26,TE,15,9,135,85,63.00%,982,11.6,9,59,46,7.3,5.7,65.5,1,2012
77,Jimmy Graham,SEA,29,TE,11,11,74,48,64.90%,605,12.6,2,29,45,8.2,4.4,55,0,2015
61,Jimmy Graham,GNB,32,TE,16,12,89,55,61.80%,636,11.6,2,32,54,7.1,3.4,39.8,0,2018
108,Jimmy Graham,GNB,33,TE,16,10,60,38,63.30%,447,11.8,3,23,48,7.5,2.4,27.9,1,2019
76,Jimmy Graham,CHI,34,TE,16,15,76,50,65.80%,456,9.1,8,32,30,6,3.1,28.5,1,2020
254,Jimmy Graham,CHI,35,TE,15,6,23,14,60.90%,167,11.9,3,10,28,7.3,0.9,11.1,0,2021
3,Jimmy Graham*,NOR,25,TE,16,11,149,99,66.40%,1310,13.2,11,74,59,8.8,6.2,81.9,1,2011
13,Jimmy Graham*,NOR,28,TE,16,13,125,85,68.00%,889,10.5,10,54,29,7.1,5.3,55.6,2,2014
45,Jimmy Graham*,SEA,30,TE,16,15,95,65,68.40%,923,14.2,6,45,42,9.7,4.1,57.7,2,2016
52,Jimmy Graham*,SEA,31,TE,16,13,96,57,59.40%,520,9.1,10,34,33,5.4,3.6,32.5,0,2017
13,Jimmy Graham*+,NOR,27,TE,16,12,142,86,60.60%,1215,14.1,16,61,56,8.6,5.4,75.9,0,2013
293,Jody Fortson,KAN,27,TE,13,1,13,9,69.20%,108,12,2,6,40,8.3,0.7,8.3,1,2022
282,Joe Davenport,IND,26,TE,10,7,15,8,53.30%,70,8.8,0,2,22,4.7,0.8,7,0,2002
340,Joe Davenport,IND,27,TE,16,2,8,3,37.50%,23,7.7,0,3,9,2.9,0.2,1.4,0,2003
181,Joe Klopfenstein,STL,23,TE,16,16,34,20,58.80%,226,11.3,1,9,28,6.6,1.3,14.1,0,2006
380,Joe Klopfenstein,STL,24,TE,16,11,3,2,66.70%,37,18.5,1,1,36,12.3,0.1,2.3,0,2007
249,Joe Klopfenstein,STL,25,TE,16,10,19,11,57.90%,123,11.2,0,4,29,6.5,0.7,7.7,1,2008
411,Joe Klopfenstein,BUF,26,TE,1,1,2,1,50.00%,11,11,0,1,11,5.5,1,11,0,2009
329,Joe Kowalewski,NYJ,25,TE,13,2,9,5,55.60%,18,3.6,1,1,6,2,0.4,1.4,0,2007
302,Joel Dreessen,NYJ,23,TE,14,0,10,5,50.00%,41,8.2,0,1,17,4.1,0.4,2.9,0,2005
340,Joel Dreessen,HOU,25,TE,13,0,6,4,66.70%,55,13.8,2,3,28,9.2,0.3,4.2,0,2007
245,Joel Dreessen,HOU,26,TE,16,3,17,11,64.70%,77,7,0,4,13,4.5,0.7,4.8,1,2008
155,Joel Dreessen,HOU,27,TE,16,11,39,26,66.70%,320,12.3,1,16,25,8.2,1.6,20,0,2009
121,Joel Dreessen,HOU,28,TE,16,10,55,36,65.50%,518,14.4,4,24,43,9.4,2.3,32.4,1,2010
142,Joel Dreessen,HOU,29,TE,16,10,39,28,71.80%,353,12.6,6,17,56,9.1,1.8,22.1,0,2011
105,Joel Dreessen,DEN,30,TE,16,15,58,41,70.70%,356,8.7,5,19,30,6.1,2.6,22.3,0,2012
296,Joel Dreessen,DEN,31,TE,13,0,9,7,77.80%,47,6.7,1,3,14,5.2,0.5,3.6,0,2013
381,Joey Haynos,MIA,24,TE,7,0,4,2,50.00%,22,11,1,1,19,5.5,0.3,3.1,1,2008
190,Joey Haynos,MIA,25,TE,16,8,37,19,51.40%,162,8.5,2,13,21,4.4,1.2,10.1,1,2009
248,John Allred,CHI,26,TE,5,3,15,9,60.00%,109,12.1,1,5,25,7.3,1.8,21.8,0,2000
400,John Allred,PIT,28,TE,13,0,1,0,0.00%,0,,0,0,0,0,0,0,0,2002
217,John Bates,WAS,24,TE,17,8,25,20,80.00%,249,12.5,1,11,32,10,1.2,14.6,1,2021
243,John Bates,WAS,25,TE,16,7,22,14,63.60%,108,7.7,1,4,20,4.9,0.9,6.8,1,2022
387,John Bronson,ARI,24,TE,2,0,1,1,100.00%,25,25,0,1,25,25,0.5,12.5,0,2006
50,John Carlson,SEA,24,TE,16,9,80,55,68.80%,627,11.4,5,36,33,7.8,3.4,39.2,0,2008
62,John Carlson,SEA,25,TE,16,16,83,51,61.40%,574,11.3,7,27,42,6.9,3.2,35.9,0,2009
137,John Carlson,SEA,26,TE,15,13,58,31,53.40%,318,10.3,1,12,37,5.5,2.1,21.2,0,2010
277,John Carlson,MIN,28,TE,14,6,14,8,57.10%,43,5.4,0,4,14,3.1,0.6,3.1,0,2012
139,John Carlson,MIN,29,TE,13,8,48,32,66.70%,344,10.8,1,19,30,7.2,2.5,26.5,1,2013
181,John Davis,MIN,27,TE,15,9,29,17,58.60%,202,11.9,1,10,37,7,1.1,13.5,0,2000
239,John Davis,CHI,28,TE,16,7,17,11,64.70%,68,6.2,0,4,14,4,0.7,4.3,0,2001
179,John Davis,CHI,29,TE,10,8,33,20,60.60%,193,9.7,3,12,37,5.8,2,19.3,0,2002
259,John Gilmore,CHI,23,TE,8,4,14,10,71.40%,130,13,0,7,30,9.3,1.3,16.3,0,2002
442,John Gilmore,CHI,24,TE,15,1,1,0,0.00%,0,,0,0,0,0,0,0,0,2003
412,John Gilmore,CHI,25,TE,16,1,1,1,100.00%,11,11,0,1,11,11,0.1,0.7,0,2004
403,John Gilmore,CHI,26,TE,16,0,4,1,25.00%,1,1,1,1,1,0.3,0.1,0.1,0,2005
300,John Gilmore,CHI,27,TE,16,3,12,6,50.00%,38,6.3,2,3,18,3.2,0.4,2.4,0,2006
354,John Gilmore,CHI,28,TE,15,1,7,3,42.90%,14,4.7,0,1,7,2,0.2,0.9,0,2007
205,John Gilmore,TAM,29,TE,16,10,21,15,71.40%,147,9.8,1,8,36,7,0.9,9.2,0,2008
355,John Gilmore,TAM,30,TE,13,2,7,3,42.90%,23,7.7,0,0,9,3.3,0.2,1.8,0,2009
235,John Gilmore,TAM,31,TE,16,11,18,13,72.20%,160,12.3,1,9,30,8.9,0.8,10,0,2010
357,John Gilmore,NOR,32,TE,14,4,6,3,50.00%,20,6.7,1,1,9,3.3,0.2,1.4,0,2011
352,John Jones,BAL,26,TE,15,2,3,2,66.70%,13,6.5,0,1,13,4.3,0.1,0.9,0,2001
305,John Jones,BAL,27,TE,15,4,11,6,54.50%,47,7.8,1,3,18,4.3,0.4,3.1,0,2002
319,John Owens,DET,22,TE,15,8,15,5,33.30%,49,9.8,0,3,13,3.3,0.3,3.3,0,2002
335,John Owens,NOR,26,TE,5,0,5,4,80.00%,44,11,0,1,25,8.8,0.8,8.8,0,2006
388,John Owens,2TM,27,TE,15,0,3,2,66.70%,13,6.5,0,0,9,4.3,0.1,0.9,0,2007
285,John Owens,DET,28,TE,16,7,12,8,66.70%,56,7,1,3,19,4.7,0.5,3.5,0,2008
359,John Owens,SEA,29,TE,16,3,6,3,50.00%,16,5.3,0,1,8,2.7,0.2,1,0,2009
294,John Phillips,DAL,22,TE,16,4,9,7,77.80%,62,8.9,0,2,23,6.9,0.4,3.9,0,2009
230,John Phillips,DAL,24,TE,16,7,18,15,83.30%,101,6.7,1,4,12,5.6,0.9,6.3,0,2011
290,John Phillips,DAL,25,TE,16,9,10,8,80.00%,55,6.9,1,3,19,5.5,0.5,3.4,0,2012
352,John Phillips,SDG,26,TE,15,6,6,4,66.70%,30,7.5,0,1,13,5,0.3,2,0,2013
438,John Phillips,SDG,27,TE,16,1,1,1,100.00%,1,1,1,1,1,1,0.1,0.1,0,2014
293,John Phillips,SDG,28,TE,16,5,11,10,90.90%,69,6.9,1,6,15,6.3,0.6,4.3,0,2015
279,John Phillips,2TM,29,TE,16,7,15,10,66.70%,72,7.2,1,0,16,4.8,0.6,4.5,0,2016
395,John Phillips,ARI,31,TE,8,4,3,3,100.00%,38,12.7,0,1,24,12.7,0.4,4.8,0,2018
403,John Waerig,DET,25,TE,1,0,1,1,100.00%,6,6,0,0,6,6,1,6,0,2001
271,Johnny Huggins,DAL,25,TE,10,2,12,8,66.70%,36,4.5,0,1,10,3,0.8,3.6,0,2001
157,Johnny McWilliams,MIN,28,TE,15,7,29,22,75.90%,180,8.2,3,8,26,6.2,1.5,12,0,2000
471,Johnny Mundt,LAR,24,TE,10,0,1,1,100.00%,5,5,0,0,5,5,0.1,0.5,0,2018
366,Johnny Mundt,LAR,25,TE,13,2,7,4,57.10%,26,6.5,0,1,9,3.7,0.3,2,0,2019
382,Johnny Mundt,LAR,26,TE,16,1,4,4,100.00%,53,13.3,0,1,34,13.3,0.3,3.3,0,2020
493,Johnny Mundt,LAR,27,TE,6,0,1,1,100.00%,9,9,0,1,9,9,0.2,1.5,0,2021
208,Johnny Mundt,MIN,28,TE,17,12,21,19,90.50%,140,7.4,1,9,17,6.7,1.1,8.2,0,2022
314,Jonathan Stupar,BUF,25,TE,14,2,11,6,54.50%,40,6.7,0,3,17,3.6,0.4,2.9,0,2009
246,Jonathan Stupar,BUF,26,TE,16,3,13,12,92.30%,111,9.3,0,4,35,8.5,0.8,6.9,1,2010
217,Jonnu Smith,TEN,22,TE,16,13,30,18,60.00%,157,8.7,2,5,32,5.2,1.1,9.8,0,2017
210,Jonnu Smith,TEN,23,TE,13,12,30,20,66.70%,258,12.9,3,10,61,8.6,1.5,19.8,1,2018
127,Jonnu Smith,TEN,24,TE,16,14,44,35,79.50%,439,12.5,3,16,57,10,2.2,27.4,0,2019
103,Jonnu Smith,TEN,25,TE,15,14,65,41,63.10%,448,10.9,8,25,63,6.9,2.7,29.9,0,2020
172,Jonnu Smith,NWE,26,TE,16,11,45,28,62.20%,294,10.5,1,15,28,6.5,1.8,18.4,1,2021
165,Jonnu Smith,NWE,27,TE,14,8,38,27,71.10%,245,9.1,0,9,53,6.4,1.9,17.5,1,2022
223,Jordan Akins,HOU,26,TE,16,6,25,17,68.00%,225,13.2,0,11,28,9,1.1,14.1,0,2018
114,Jordan Akins,HOU,27,TE,16,9,55,36,65.50%,418,11.6,2,21,53,7.6,2.3,26.1,0,2019
113,Jordan Akins,HOU,28,TE,13,5,49,37,75.50%,403,10.9,1,20,26,8.2,2.8,31,0,2020
193,Jordan Akins,HOU,29,TE,13,3,33,24,72.70%,214,8.9,0,11,31,6.5,1.8,16.5,2,2021
115,Jordan Akins,HOU,30,TE,15,3,54,37,68.50%,495,13.4,5,23,46,9.2,2.5,33,1,2022
306,Jordan Cameron,CLE,23,TE,8,2,13,6,46.20%,33,5.5,0,1,15,2.5,0.8,4.1,0,2011
185,Jordan Cameron,CLE,24,TE,14,6,40,20,50.00%,226,11.3,1,12,28,5.7,1.4,16.1,0,2012
171,Jordan Cameron,CLE,26,TE,10,9,48,24,50.00%,424,17.7,2,13,81,8.8,2.4,42.4,0,2014
120,Jordan Cameron,MIA,27,TE,16,16,70,35,50.00%,386,11,3,21,29,5.5,2.2,24.1,1,2015
296,Jordan Cameron,MIA,28,TE,3,3,11,8,72.70%,60,7.5,1,3,13,5.5,2.7,20,0,2016
22,Jordan Cameron*,CLE,25,TE,15,14,118,80,67.80%,917,11.5,7,47,53,7.8,5.3,61.1,1,2013
412,Jordan Franks,CIN,22,TE,6,0,3,2,66.70%,37,18.5,0,1,32,12.3,0.3,6.2,0,2018
254,Jordan Leggett,NYJ,23,TE,15,4,24,14,58.30%,114,8.1,1,6,16,4.8,0.9,7.6,0,2018
93,Jordan Reed,WAS,23,TE,9,4,59,45,76.30%,499,11.1,3,30,38,8.5,5,55.4,0,2013
78,Jordan Reed,WAS,24,TE,11,2,65,50,76.90%,465,9.3,0,23,30,7.2,4.5,42.3,1,2014
13,Jordan Reed,WAS,25,TE,14,8,114,87,76.30%,952,10.9,11,54,32,8.4,6.2,68,3,2015
156,Jordan Reed,WAS,27,TE,6,5,35,27,77.10%,211,7.8,2,10,20,6,4.5,35.2,1,2017
67,Jordan Reed,WAS,28,TE,13,8,84,54,64.30%,558,10.3,2,26,34,6.6,4.2,42.9,1,2018
169,Jordan Reed,SFO,30,TE,10,1,46,26,56.50%,231,8.9,4,16,26,5,2.6,23.1,0,2020
44,Jordan Reed*,WAS,26,TE,12,8,89,66,74.20%,686,10.4,6,41,33,7.7,5.5,57.2,1,2016
211,Jordan Thomas,HOU,22,TE,16,10,27,20,74.10%,215,10.8,4,12,39,8,1.3,13.4,0,2018
484,Jordan Thomas,HOU,23,TE,5,2,3,1,33.30%,8,8,0,0,8,2.7,0.2,1.6,0,2019
490,Jordan Thomas,2TM,24,TE,6,0,2,1,50.00%,3,3,1,1,3,1.5,0.2,0.5,0,2020
478,Jordan Thompson,DET,25,TE,2,0,1,0,0.00%,0,,0,0,0,0,0,0,,2014
405,Jorvorskie Lane,TAM,28,TE,16,6,2,2,100.00%,13,6.5,0,0,8,6.5,0.1,0.8,0,2015
204,Joseph Fauria,DET,23,TE,16,2,30,18,60.00%,207,11.5,7,14,25,6.9,1.1,12.9,0,2013
316,Joseph Fauria,DET,24,TE,7,0,12,6,50.00%,74,12.3,1,4,26,6.2,0.9,10.6,0,2014
351,Josh Baker,NYJ,25,TE,11,0,4,3,75.00%,27,9,1,2,17,6.8,0.3,2.5,0,2011
314,Josh Hill,NOR,23,TE,14,3,10,6,60.00%,44,7.3,1,3,9,4.4,0.4,3.1,0,2013
232,Josh Hill,NOR,24,TE,16,3,20,14,70.00%,176,12.6,5,9,37,8.8,0.9,11,0,2014
235,Josh Hill,NOR,25,TE,16,7,30,16,53.30%,120,7.5,2,8,19,4,1,7.5,0,2015
232,Josh Hill,NOR,26,TE,9,8,22,15,68.20%,149,9.9,1,6,35,6.8,1.7,16.6,0,2016
228,Josh Hill,NOR,27,TE,16,11,22,16,72.70%,125,7.8,1,5,22,5.7,1,7.8,2,2017
233,Josh Hill,NOR,28,TE,16,11,24,16,66.70%,185,11.6,1,11,23,7.7,1,11.6,0,2018
178,Josh Hill,NOR,29,TE,16,11,35,25,71.40%,226,9,3,13,29,6.5,1.6,14.1,0,2019
318,Josh Hill,NOR,30,TE,14,7,10,8,80.00%,46,5.8,1,4,16,4.6,0.6,3.3,1,2020
216,Josh Norman,SDG,22,TE,11,1,25,16,64.00%,201,12.6,1,10,29,8,1.5,18.3,0,2002
303,Josh Norman,SDG,23,TE,7,1,12,6,50.00%,72,12,1,3,21,6,0.9,10.3,0,2003
386,Josh Oliver,JAX,22,TE,4,1,6,3,50.00%,15,5,0,0,6,2.5,0.8,3.8,0,2019
306,Josh Oliver,BAL,24,TE,14,1,15,9,60.00%,66,7.3,0,4,19,4.4,0.6,4.7,1,2021
248,Josh Oliver,BAL,25,TE,17,9,25,14,56.00%,149,10.6,2,7,40,6,0.8,8.8,0,2022
381,Joshua Perkins,ATL,23,TE,8,1,5,3,60.00%,42,14,1,2,26,8.4,0.4,5.3,0,2016
357,Joshua Perkins,PHI,25,TE,9,1,11,5,45.50%,67,13.4,0,4,30,6.1,0.6,7.4,0,2018
289,Joshua Perkins,PHI,26,TE,5,0,13,9,69.20%,87,9.7,1,5,24,6.7,1.8,17.4,0,2019
446,Josiah Deguara,GNB,23,TE,2,1,2,1,50.00%,12,12,0,1,12,6,0.5,6,0,2020
186,Josiah Deguara,GNB,24,TE,16,2,33,25,75.80%,245,9.8,2,9,62,7.4,1.6,15.3,0,2021
253,Josiah Deguara,GNB,25,TE,17,3,15,13,86.70%,114,8.8,0,4,25,7.6,0.8,6.7,0,2022
446,Julius Thomas,DEN,23,TE,5,1,7,1,14.30%,5,5,0,0,5,0.7,0.2,1,0,2011
86,Julius Thomas,JAX,27,TE,12,10,80,46,57.50%,455,9.9,5,25,34,5.7,3.8,37.9,0,2015
154,Julius Thomas,JAX,28,TE,9,6,51,30,58.80%,281,9.4,4,15,24,5.5,3.3,31.2,0,2016
99,Julius Thomas,MIA,29,TE,14,12,62,41,66.10%,388,9.5,3,18,27,6.3,2.9,27.7,1,2017
45,Julius Thomas*,DEN,25,TE,14,14,90,65,72.20%,788,12.1,12,41,74,8.8,4.6,56.3,0,2013
96,Julius Thomas*,DEN,26,TE,13,10,62,43,69.40%,489,11.4,12,30,35,7.9,3.3,37.6,1,2014
422,Justice Cunningham,2TM,22,TE,2,0,1,1,100.00%,4,4,0,0,4,4,0.5,2,0,2013
343,Justin Peelle,SDG,23,TE,15,2,7,3,42.90%,15,5,0,0,10,2.1,0.2,1,0,2002
197,Justin Peelle,SDG,24,TE,15,9,25,16,64.00%,133,8.3,1,6,24,5.3,1.1,8.9,0,2003
262,Justin Peelle,SDG,25,TE,16,4,20,10,50.00%,84,8.4,2,3,17,4.2,0.6,5.3,1,2004
250,Justin Peelle,SDG,26,TE,16,4,20,11,55.00%,38,3.5,1,4,11,1.9,0.7,2.4,0,2005
208,Justin Peelle,MIA,27,TE,15,10,18,16,88.90%,116,7.3,1,5,25,6.4,1.1,7.7,0,2006
137,Justin Peelle,MIA,28,TE,16,10,47,29,61.70%,228,7.9,2,12,35,4.9,1.8,14.3,0,2007
208,Justin Peelle,ATL,29,TE,16,11,23,15,65.20%,159,10.6,2,9,18,6.9,0.9,9.9,0,2008
239,Justin Peelle,ATL,30,TE,15,8,15,12,80.00%,115,9.6,2,7,32,7.7,0.8,7.7,0,2009
265,Justin Peelle,ATL,31,TE,13,8,15,10,66.70%,96,9.6,1,8,15,6.4,0.8,7.4,0,2010
433,Justin Peelle,SFO,32,TE,14,2,4,1,25.00%,19,19,0,1,19,4.8,0.1,1.4,0,2011
283,Justin Perillo,GNB,24,TE,9,0,13,11,84.60%,102,9.3,1,5,24,7.8,1.2,11.3,0,2015
355,Justin Perillo,GNB,25,TE,9,1,5,4,80.00%,35,8.8,0,1,13,7,0.4,3.9,0,2016
396,Justin Swift,SFO,25,TE,16,1,3,1,33.30%,8,8,0,0,8,2.7,0.1,0.5,0,2000
245,Justin Swift,SFO,26,TE,16,2,11,11,100.00%,66,6,1,3,13,6,0.7,4.1,0,2001
264,Justin Swift,SFO,27,TE,16,4,15,10,66.70%,63,6.3,0,4,11,4.2,0.6,3.9,0,2002
94,Juwan Johnson,NOR,26,TE,16,12,65,42,64.60%,508,12.1,7,25,41,7.8,2.6,31.8,0,2022
147,Kaden Smith,NYG,22,TE,9,6,42,31,73.80%,268,8.6,3,12,32,6.4,3.4,29.8,2,2019
224,Kaden Smith,NYG,23,TE,15,12,21,18,85.70%,112,6.2,0,8,16,5.3,1.2,7.5,1,2020
413,Kaden Smith,NYG,24,TE,9,4,3,3,100.00%,33,11,0,1,21,11,0.3,3.7,0,2021
408,Kahale Warring,HOU,23,TE,7,0,7,3,42.90%,35,11.7,0,2,23,5,0.4,5,0,2020
149,Kaseem Sinceno,CHI,24,TE,11,11,41,23,56.10%,206,9,0,12,28,5,2.1,18.7,0,2000
277,Keith Heinrich,CLE,24,TE,7,3,9,8,88.90%,64,8,2,5,17,7.1,1.1,9.1,0,2003
415,Keith Heinrich,CLE,25,TE,7,0,1,1,100.00%,1,1,0,0,1,1,0.1,0.1,0,2004
464,Keith Zinger,ATL,25,TE,15,2,1,0,0.00%,0,,0,0,0,0,0,0,0,2009
260,Kellen Davis,CHI,24,TE,16,2,14,9,64.30%,75,8.3,3,5,18,5.4,0.6,4.7,0,2009
406,Kellen Davis,CHI,25,TE,16,3,2,1,50.00%,19,19,1,1,19,9.5,0.1,1.2,0,2010
199,Kellen Davis,CHI,26,TE,16,15,35,18,51.40%,206,11.4,5,13,32,5.9,1.1,12.9,0,2011
