,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb,Years
57,57,Ladell Betts,WAS,23,RB,11,0,65,307,1,14,27,4.7,27.9,2,2002
52,52,Ladell Betts,WAS,24,RB,9,1,77,255,2,16,13,3.3,28.3,0,2003
49,49,Ladell Betts,WAS,25,RB,16,1,90,371,1,20,27,4.1,23.2,0,2004
50,50,Ladell Betts,WAS,26,RB,12,0,89,338,1,17,22,3.8,28.2,3,2005
17,18,Ladell Betts,WAS,27,RB,16,9,245,1154,4,60,26,4.7,72.1,6,2006
50,50,Ladell Betts,WAS,28,RB,16,0,93,335,1,15,20,3.6,20.9,1,2007
72,71,Ladell Betts,WAS,29,RB,13,0,61,206,1,15,14,3.4,15.8,1,2008
75,74,Ladell Betts,WAS,30,RB,10,2,56,210,2,7,18,3.8,21,0,2009
79,78,Ladell Betts,NOR,31,RB,8,1,45,150,2,11,12,3.3,18.8,1,2010
58,58,Lamar Gordon,STL,22,RB,13,5,65,228,1,12,29,3.5,17.5,4,2002
55,55,Lamar Gordon,STL,23,RB,10,4,71,298,1,22,20,4.2,29.8,1,2003
94,92,Lamar Gordon,MIA,24,RB,3,2,35,64,0,3,11,1.8,21.3,1,2004
69,68,Lamar Gordon,PHI,25,RB,14,4,54,182,1,12,11,3.4,13,3,2005
281,273,Lamar Gordon,DET,26,RB,1,0,1,2,0,0,2,2,2,0,2006
80,79,Lamar Miller,MIA,21,RB,13,1,51,250,1,12,28,4.9,19.2,0,2012
26,27,Lamar Miller,MIA,22,RB,16,15,177,709,2,27,49,4,44.3,1,2013
14,15,Lamar Miller,MIA,23,RB,16,16,216,1099,8,57,97,5.1,68.7,3,2014
17,18,Lamar Miller,MIA,24,RB,16,16,194,872,8,41,85,4.5,54.5,1,2015
5,6,Lamar Miller,HOU,25,RB,14,14,268,1073,5,55,45,4,76.6,2,2016
11,12,Lamar Miller,HOU,26,RB,16,13,238,888,3,45,21,3.7,55.5,1,2017
12,13,Lamar Miller*,HOU,27,RB,14,14,210,973,5,36,97,4.6,69.5,1,2018
8,9,Lamar Smith,MIA,30,RB,15,15,309,1139,14,65,68,3.7,75.9,3,2000
6,7,Lamar Smith,MIA,31,RB,16,16,313,968,6,48,25,3.1,60.5,6,2001
25,26,Lamar Smith,CAR,32,RB,11,11,209,737,7,32,59,3.5,67,2,2002
155,151,Lamar Smith,NOR,33,RB,4,0,11,61,0,4,17,5.5,15.3,0,2003
64,63,Lamont Warren,DET,28,RB,16,3,61,191,3,11,34,3.1,11.9,1,2001
190,185,Lamont Warren,DET,29,RB,3,1,6,8,0,1,8,1.3,2.7,0,2002
137,134,Lance Ball,IND,23,RB,1,0,13,83,0,5,23,6.4,83,1,2008
84,83,Lance Ball,DEN,25,RB,10,0,41,158,0,7,19,3.9,15.8,1,2010
54,54,Lance Ball,DEN,26,RB,16,0,96,402,1,26,34,4.2,25.1,2,2011
88,87,Lance Ball,DEN,27,RB,15,0,42,158,1,11,22,3.8,10.5,1,2012
134,131,Lance Dunbar,DAL,22,RB,12,0,21,75,0,5,18,3.6,6.3,1,2012
108,106,Lance Dunbar,DAL,23,RB,9,0,30,150,0,9,45,5,16.7,1,2013
116,114,Lance Dunbar,DAL,24,RB,16,0,29,99,0,6,14,3.4,6.2,0,2014
201,196,Lance Dunbar,DAL,25,RB,4,0,5,67,0,1,45,13.4,16.8,0,2015
166,162,Lance Dunbar,DAL,26,RB,13,0,9,31,1,3,10,3.4,2.4,1,2016
150,147,Lance Dunbar,LAR,27,RB,4,0,11,51,1,4,12,4.6,12.8,0,2017
102,100,Larry Croom,ARI,23,RB,6,1,29,76,0,3,20,2.6,12.7,2,2004
126,123,Larry Johnson,KAN,24,RB,6,0,20,85,1,6,15,4.3,14.2,0,2003
39,39,Larry Johnson,KAN,25,RB,10,3,120,581,9,36,46,4.8,58.1,0,2004
32,32,Larry Johnson,KAN,28,RB,8,8,158,559,3,24,54,3.5,69.9,1,2007
25,26,Larry Johnson,KAN,29,RB,12,12,193,874,5,44,65,4.5,72.8,5,2008
25,26,Larry Johnson,2TM,30,RB,14,7,178,581,0,0,27,3.3,41.5,2,2009
193,188,Larry Johnson,WAS,31,RB,2,0,5,2,0,0,7,0.4,1,0,2010
296,288,Larry Johnson,MIA,32,RB,1,0,1,2,0,0,2,2,2,0,2011
6,7,Larry Johnson*,KAN,26,RB,16,9,336,1750,20,99,49,5.2,109.4,5,2005
0,1,Larry Johnson*+,KAN,27,RB,16,16,416,1789,17,91,47,4.3,111.8,2,2006
115,113,Larry Rountree,LAC,22,RB,12,0,36,87,1,5,13,2.4,7.3,0,2021
165,161,Larry Rountree,LAC,23,RB,4,0,13,19,0,0,5,1.5,4.8,0,2022
57,57,Latavius Murray,OAK,24,RB,15,3,82,424,2,18,90,5.2,28.3,1,2014
20,21,Latavius Murray,OAK,26,RB,14,12,195,788,12,52,42,4,56.3,2,2016
13,14,Latavius Murray,MIN,27,RB,16,11,216,842,8,43,46,3.9,52.6,1,2017
32,32,Latavius Murray,MIN,28,RB,16,6,140,578,6,23,38,4.1,36.1,0,2018
31,31,Latavius Murray,NOR,29,RB,16,8,146,637,5,38,30,4.4,39.8,0,2019
26,27,Latavius Murray,NOR,30,RB,15,7,146,656,4,36,36,4.5,43.7,1,2020
47,47,Latavius Murray,BAL,31,RB,14,6,119,501,6,36,46,4.2,35.8,0,2021
32,32,Latavius Murray,2TM,32,RB,13,7,171,760,6,44,52,4.4,58.5,1,2022
2,3,Latavius Murray*,OAK,25,RB,16,16,266,1066,6,49,54,4,66.6,4,2015
32,32,Laurence Maroney,NWE,21,RB,14,0,175,745,6,42,41,4.3,53.2,1,2006
25,26,Laurence Maroney,NWE,22,RB,13,6,185,835,6,48,59,4.5,64.2,0,2007
101,99,Laurence Maroney,NWE,23,RB,3,3,28,93,0,4,17,3.3,31,0,2008
23,24,Laurence Maroney,NWE,24,RB,15,5,194,757,9,45,45,3.9,50.5,4,2009
90,89,Laurence Maroney,DEN,25,RB,4,3,36,74,0,1,13,2.1,18.5,1,2010
154,150,Le'Ron McClain,SDG,29,RB,16,2,11,32,0,7,7,2.9,2,0,2013
11,12,Le'Veon Bell,PIT,21,RB,13,13,244,860,8,53,43,3.5,66.2,1,2013
41,41,Le'Veon Bell,PIT,23,RB,6,6,113,556,3,27,42,4.9,92.7,0,2015
10,11,Le'Veon Bell,NYJ,27,RB,15,15,245,789,3,36,19,3.2,52.6,1,2019
65,64,Le'Veon Bell,2TM,28,RB,11,4,82,328,2,21,16,4,29.8,1,2020
110,108,Le'Veon Bell,2TM,29,RB,8,0,39,101,2,9,12,2.6,12.6,0,2021
7,8,Le'Veon Bell*,PIT,24,RB,12,12,261,1268,7,70,44,4.9,105.7,4,2016
2,3,Le'Veon Bell*+,PIT,22,RB,16,16,290,1361,8,75,81,4.7,85.1,0,2014
0,1,Le'Veon Bell*+,PIT,25,RB,15,15,321,1291,9,71,27,4,86.1,3,2017
21,22,LeGarrette Blount,TAM,24,RB,13,7,201,1007,6,38,53,5,77.5,4,2010
19,20,LeGarrette Blount,TAM,25,RB,14,14,184,781,5,32,54,4.2,55.8,5,2011
90,89,LeGarrette Blount,TAM,26,RB,13,0,41,151,2,7,35,3.7,11.6,0,2012
33,33,LeGarrette Blount,NWE,27,RB,16,7,153,772,7,37,47,5,48.3,3,2013
38,38,LeGarrette Blount,2TM,28,RB,16,1,125,547,5,0,50,4.4,34.2,1,2014
25,26,LeGarrette Blount,NWE,29,RB,12,6,165,703,6,39,38,4.3,58.6,1,2015
1,2,LeGarrette Blount,NWE,30,RB,16,8,299,1161,18,68,44,3.9,72.6,2,2016
26,27,LeGarrette Blount,PHI,31,RB,16,11,173,766,2,33,68,4.4,47.9,1,2017
26,27,LeGarrette Blount,DET,32,RB,16,8,154,418,5,25,27,2.7,26.1,2,2018
32,32,LeSean McCoy,PHI,21,RB,16,4,155,637,4,29,66,4.1,39.8,2,2009
18,19,LeSean McCoy,PHI,22,RB,15,13,207,1080,7,46,62,5.2,72,2,2010
22,23,LeSean McCoy,PHI,24,RB,12,12,200,840,2,45,34,4.2,70,4,2012
23,24,LeSean McCoy,BUF,30,RB,14,13,161,514,3,22,28,3.2,36.7,0,2018
46,46,LeSean McCoy,KAN,31,RB,13,9,101,465,4,24,39,4.6,35.8,3,2019
170,166,LeSean McCoy,TAM,32,RB,10,0,10,31,0,2,14,3.1,3.1,0,2020
1,2,LeSean McCoy*,PHI,26,RB,16,16,312,1319,5,68,53,4.2,82.4,4,2014
12,13,LeSean McCoy*,BUF,27,RB,12,12,203,895,3,42,48,4.4,74.6,2,2015
11,12,LeSean McCoy*,BUF,28,RB,15,15,234,1267,13,56,75,5.4,84.5,3,2016
1,2,LeSean McCoy*,BUF,29,RB,16,16,287,1138,6,57,48,4,71.1,3,2017
7,8,LeSean McCoy*+,PHI,23,RB,15,15,273,1309,17,85,60,4.8,87.3,1,2011
0,1,LeSean McCoy*+,PHI,25,RB,16,16,314,1607,9,79,57,5.1,100.4,1,2013
228,222,LeShun Daniels,WAS,22,RB,4,0,3,14,0,0,8,4.7,3.5,0,2017
232,226,LeVante Bellamy,DEN,24,RB,5,0,4,11,0,0,8,2.8,2.2,0,2020
69,68,Lee Suggs,CLE,23,RB,7,0,56,289,2,14,78,5.2,41.3,2,2003
24,25,Lee Suggs,CLE,24,RB,10,3,199,744,2,39,39,3.7,74.4,6,2004
174,170,Lee Suggs,CLE,25,RB,8,0,8,15,0,1,7,1.9,1.9,0,2005
179,175,Lee Suggs,MIA,26,RB,4,0,6,26,0,0,7,4.3,6.5,0,2006
57,57,LenDale White,TEN,22,RB,13,0,61,244,0,13,26,4,18.8,0,2006
5,6,LenDale White,TEN,23,RB,16,16,303,1110,7,60,28,3.7,69.4,5,2007
23,24,LenDale White,TEN,24,RB,16,2,200,773,15,43,80,3.9,48.3,1,2008
68,67,LenDale White,TEN,25,RB,13,0,64,222,2,11,11,3.5,17.1,1,2009
194,189,Lennox Gordon,IND,22,RB,9,0,4,13,0,1,6,3.3,1.4,0,2000
118,116,Leon Johnson,CHI,27,RB,12,0,20,99,4,10,34,5,8.3,2,2001
45,45,Leon Johnson,CHI,28,RB,16,4,103,329,1,25,23,3.2,20.6,3,2002
212,207,Leon Johnson,SDG,29,RB,14,0,4,26,0,1,18,6.5,1.9,1,2003
39,39,Leon Washington,NYJ,24,RB,16,8,151,650,4,32,23,4.3,40.6,3,2006
59,59,Leon Washington,NYJ,25,RB,16,4,71,353,3,12,49,5,22.1,4,2007
63,62,Leon Washington,NYJ,27,RB,7,0,72,331,0,9,33,4.6,47.3,1,2009
112,110,Leon Washington,SEA,28,RB,16,0,27,100,1,5,21,3.7,6.3,3,2010
81,80,Leon Washington,SEA,29,RB,16,1,53,248,1,9,48,4.7,15.5,2,2011
311,302,Leon Washington,2TM,31,RB,7,0,1,1,0,0,1,1,0.1,1,2013
154,150,Leon Washington,TEN,32,RB,16,0,13,57,0,1,16,4.4,3.6,3,2014
130,127,Leon Washington*,SEA,30,RB,16,0,23,83,1,3,14,3.6,5.2,2,2012
61,60,Leon Washington*+,NYJ,26,RB,16,1,76,448,6,17,61,5.9,28,3,2008
6,7,Leonard Fournette,JAX,22,RB,13,13,268,1040,9,51,90,3.9,80,2,2017
36,36,Leonard Fournette,JAX,23,RB,8,8,133,439,5,23,25,3.3,54.9,0,2018
6,7,Leonard Fournette,JAX,24,RB,15,15,265,1152,3,55,81,4.3,76.8,1,2019
53,53,Leonard Fournette,TAM,25,RB,13,3,97,367,6,21,46,3.8,28.2,0,2020
20,21,Leonard Fournette,TAM,26,RB,14,13,180,812,8,45,47,4.5,58,1,2021
24,25,Leonard Fournette,TAM,27,RB,16,9,189,668,3,39,23,3.5,41.8,0,2022
83,82,Leonard Henry,MIA,26,RB,6,2,46,141,0,5,53,3.1,23.5,1,2004
137,134,Leonard Weaver,SEA,23,RB,16,0,17,80,0,3,24,4.7,5,0,2005
93,91,Leonard Weaver,SEA,25,RB,16,4,33,146,1,13,37,4.4,9.1,0,2007
326,317,Leonard Weaver,PHI,28,RB,1,0,1,0,0,0,0,0,0,0,2010
117,115,Lex Hilliard,MIA,25,RB,16,0,23,89,1,5,18,3.9,5.6,0,2009
141,138,Lex Hilliard,MIA,27,RB,16,4,16,41,1,9,4,2.6,2.6,0,2011
106,104,Lorenzo Booker,MIA,23,RB,7,1,28,125,0,8,22,4.5,17.9,0,2007
115,113,Lorenzo Booker,PHI,24,RB,10,1,20,53,0,2,8,2.7,5.3,0,2008
156,152,Lorenzo Booker,MIN,27,RB,15,0,13,52,0,3,25,4,3.5,3,2011
66,65,Lorenzo Taliaferro,BAL,23,RB,13,0,68,292,4,17,31,4.3,22.5,1,2014
167,163,Lorenzo Taliaferro,BAL,24,RB,3,0,13,47,1,2,7,3.6,15.7,0,2015
335,326,Lorenzo Taliaferro,BAL,25,RB,3,0,1,0,0,0,0,0,0,0,2016
175,171,Louis Rankin,2TM,24,RB,9,0,8,36,0,0,12,4.5,4,1,2009
247,240,Lousaka Polite,DAL,24,RB,14,3,2,8,0,1,6,4,0.6,0,2005
171,167,Lousaka Polite,DAL,25,RB,12,0,7,18,0,1,4,2.6,1.5,0,2006
208,203,Luke Lawton,IND,27,RB,11,0,5,13,0,1,4,2.6,1.2,0,2007
96,94,Lynell Hamilton,NOR,24,RB,9,1,35,125,2,12,19,3.6,13.9,0,2009
214,209,Malcolm Brown,STL,22,RB,1,0,4,17,0,1,13,4.3,17,0,2015
136,133,Malcolm Brown,LAR,23,RB,16,0,18,39,0,1,10,2.2,2.4,1,2016
74,73,Malcolm Brown,LAR,24,RB,11,1,63,246,1,10,20,3.9,22.4,1,2017
90,89,Malcolm Brown,LAR,25,RB,12,0,43,212,0,10,19,4.9,17.7,0,2018
57,57,Malcolm Brown,LAR,26,RB,14,1,69,255,5,16,17,3.7,18.2,0,2019
49,49,Malcolm Brown,LAR,27,RB,16,0,101,419,5,28,19,4.1,26.2,1,2020
120,118,Malcolm Brown,MIA,28,RB,7,3,33,125,1,6,24,3.8,17.9,0,2021
144,141,Malcolm Brown,LAR,29,RB,11,0,18,81,1,3,23,4.5,7.4,0,2022
98,96,Malik Davis,DAL,24,RB,12,0,38,161,1,6,23,4.2,13.4,0,2022
324,315,Manase Tonga,OAK,27,RB,11,3,1,12,0,1,12,12,1.1,0,2011
171,167,Marcel Reece,OAK,30,RB,15,7,10,36,0,2,12,3.6,2.4,0,2015
74,73,Marcel Reece*,OAK,27,RB,16,14,59,271,0,16,17,4.6,16.9,2,2012
88,87,Marcel Reece*,OAK,28,RB,16,15,46,218,2,8,63,4.7,13.6,0,2013
134,131,Marcel Reece*,OAK,29,RB,15,15,21,85,0,5,11,4,5.7,1,2014
31,31,Marcel Shipp,ARI,24,RB,15,6,188,834,6,44,56,4.4,55.6,4,2002
19,20,Marcel Shipp,ARI,25,RB,16,11,228,830,0,37,36,3.6,51.9,3,2003
32,32,Marcel Shipp,ARI,27,RB,15,11,157,451,0,23,19,2.9,30.1,4,2005
130,127,Marcel Shipp,ARI,28,RB,15,0,17,41,4,8,9,2.4,2.7,0,2006
137,134,Marcel Shipp,ARI,29,RB,16,0,15,41,1,5,14,2.7,2.6,0,2007
99,97,Marcus Mason,WAS,25,RB,10,0,32,127,0,4,20,4,12.7,0,2009
292,284,Marcus Murphy,NOR,24,RB,13,0,1,0,0,0,0,0,0,3,2015
183,179,Marcus Murphy,BUF,26,RB,1,0,7,41,0,2,25,5.9,41,0,2017
79,78,Marcus Murphy,BUF,27,RB,11,1,52,250,0,7,30,4.8,22.7,1,2018
320,311,Marcus Thigpen,MIA,26,RB,16,0,1,8,0,1,8,8,0.5,1,2012
185,180,Marcus Thigpen,MIA,27,RB,16,0,6,18,0,1,9,3,1.1,3,2013
309,300,Marcus Thigpen,2TM,29,RB,9,0,1,-1,0,0,0,-1,-0.1,3,2015
93,91,Mario Bates,DET,27,RB,13,0,31,127,2,12,23,4.1,9.8,0,2000
37,37,Marion Barber III,DAL,22,RB,13,2,138,538,5,31,28,3.9,41.4,3,2005
40,40,Marion Barber III,DAL,23,RB,16,1,135,654,14,45,25,4.8,40.9,0,2006
14,15,Marion Barber III,DAL,25,RB,15,13,238,885,7,57,35,3.7,59,7,2008
20,21,Marion Barber III,DAL,26,RB,15,15,214,932,7,60,35,4.4,62.1,2,2009
43,43,Marion Barber III,DAL,27,RB,13,10,113,374,4,27,25,3.3,28.8,0,2010
43,43,Marion Barber III,CHI,28,RB,11,1,114,422,6,26,29,3.7,38.4,1,2011
20,21,Marion Barber III*,DAL,24,RB,16,0,204,975,10,54,54,4.8,60.9,3,2007
147,144,Marion Grice,ARI,23,RB,10,0,15,41,1,3,8,2.7,4.1,0,2014
39,39,Mark Ingram,NOR,22,RB,10,4,122,474,5,29,35,3.9,47.4,1,2011
28,29,Mark Ingram,NOR,23,RB,16,5,156,602,5,29,31,3.9,37.6,0,2012
56,56,Mark Ingram,NOR,24,RB,11,3,78,386,1,18,34,4.9,35.1,0,2013
24,25,Mark Ingram,NOR,26,RB,12,10,166,769,6,47,70,4.6,64.1,2,2015
18,19,Mark Ingram,NOR,27,RB,16,14,205,1043,6,50,75,5.1,65.2,2,2016
33,33,Mark Ingram,NOR,29,RB,12,6,138,645,6,34,38,4.7,53.8,3,2018
72,71,Mark Ingram,BAL,31,RB,11,9,72,299,2,14,30,4.2,27.2,0,2020
26,27,Mark Ingram,2TM,32,RB,14,10,160,554,2,23,28,3.5,39.6,1,2021
74,73,Mark Ingram,NOR,33,RB,10,3,62,233,1,12,14,3.8,23.3,2,2022
10,11,Mark Ingram*,NOR,25,RB,13,9,226,964,9,52,31,4.3,74.2,3,2014
12,13,Mark Ingram*,NOR,28,RB,16,12,230,1124,12,52,72,4.9,70.3,3,2017
19,20,Mark Ingram*,BAL,30,RB,15,15,202,1018,10,53,53,5,67.9,2,2019
145,142,Mark Walton,CIN,21,RB,14,0,14,34,0,5,10,2.4,2.4,0,2018
77,76,Mark Walton,MIA,22,RB,7,4,53,201,0,11,19,3.8,28.7,1,2019
286,278,Marlion Jackson,ATL,29,RB,1,0,1,2,0,0,2,2,2,0,2006
138,135,Marlon Barnes,CHI,24,RB,13,0,15,81,0,4,20,5.4,6.2,1,2000
50,50,Marlon Mack,IND,21,RB,14,0,93,358,3,20,35,3.8,25.6,1,2017
14,15,Marlon Mack,IND,22,RB,12,10,195,908,9,50,49,4.7,75.7,2,2018
8,9,Marlon Mack,IND,23,RB,14,12,247,1091,8,67,63,4.4,77.9,0,2019
237,231,Marlon Mack,IND,24,RB,1,1,4,26,0,2,18,6.5,26,0,2020
133,130,Marlon Mack,IND,25,RB,6,0,28,101,0,6,22,3.6,16.8,0,2021
232,226,Marquis Weeks,SEA,26,RB,10,0,3,8,0,0,3,2.7,0.8,0,2006
21,22,Marshall Faulk,STL,30,RB,11,11,209,818,10,51,52,3.9,74.4,0,2003
27,28,Marshall Faulk,STL,31,RB,14,14,195,774,3,46,40,4,55.3,2,2004
59,59,Marshall Faulk,STL,32,RB,16,1,65,292,0,15,20,4.5,18.3,2,2005
24,25,Marshall Faulk*,STL,29,RB,14,10,212,953,8,54,44,4.5,68.1,4,2002
18,19,Marshall Faulk*+,STL,27,RB,14,14,253,1359,18,78,36,5.4,97.1,0,2000
13,14,Marshall Faulk*+,STL,28,RB,14,14,260,1382,12,70,71,5.3,98.7,3,2001
8,9,Marshawn Lynch,BUF,21,RB,13,13,280,1115,7,55,56,4,85.8,2,2007
43,43,Marshawn Lynch,BUF,23,RB,13,6,120,450,2,18,47,3.8,34.6,3,2009
20,21,Marshawn Lynch,2TM,24,RB,16,14,202,737,6,0,39,3.6,46.1,4,2010
42,42,Marshawn Lynch,SEA,29,RB,7,6,111,417,3,29,24,3.8,59.6,0,2015
16,17,Marshawn Lynch,OAK,31,RB,15,15,207,891,7,45,51,4.3,59.4,1,2017
54,54,Marshawn Lynch,OAK,32,RB,6,6,90,376,3,20,52,4.2,62.7,0,2018
148,145,Marshawn Lynch,SEA,33,RB,1,0,12,34,1,2,15,2.8,34,0,2019
12,13,Marshawn Lynch*,BUF,22,RB,15,15,250,1036,8,53,50,4.1,69.1,2,2008
3,4,Marshawn Lynch*,SEA,25,RB,15,15,285,1204,12,65,47,4.2,80.3,3,2011
1,2,Marshawn Lynch*,SEA,27,RB,16,16,301,1257,12,73,43,4.2,78.6,4,2013
3,4,Marshawn Lynch*,SEA,28,RB,16,14,280,1306,13,67,79,4.7,81.6,3,2014
4,5,Marshawn Lynch*+,SEA,26,RB,16,15,315,1590,11,70,77,5,99.4,5,2012
217,211,Matt Asiata,MIN,25,RB,16,0,3,9,0,0,5,3,0.6,0,2012
90,89,Matt Asiata,MIN,26,RB,11,1,44,166,3,11,39,3.8,15.1,1,2013
26,27,Matt Asiata,MIN,27,RB,15,9,164,570,9,34,19,3.5,38,1,2014
116,114,Matt Asiata,MIN,28,RB,16,0,29,112,0,4,19,3.9,7,0,2015
34,34,Matt Asiata,MIN,29,RB,16,6,121,402,6,28,29,3.3,25.1,1,2016
46,46,Matt Breida,SFO,22,RB,16,0,105,465,2,23,33,4.4,29.1,1,2017
27,28,Matt Breida,SFO,23,RB,14,13,153,814,3,36,66,5.3,58.1,1,2018
37,37,Matt Breida,SFO,24,RB,13,5,123,623,1,23,83,5.1,47.9,2,2019
81,80,Matt Breida,MIA,25,RB,12,1,59,254,0,11,24,4.3,21.2,2,2020
134,131,Matt Breida,BUF,26,RB,9,0,26,125,1,5,28,4.8,13.9,1,2021
80,79,Matt Breida,NYG,27,RB,17,1,54,220,1,13,18,4.1,12.9,0,2022
3,4,Matt Forte,CHI,23,RB,16,16,316,1238,8,65,50,3.9,77.4,1,2008
7,8,Matt Forte,CHI,24,RB,16,16,258,929,4,41,61,3.6,58.1,6,2009
12,13,Matt Forte,CHI,25,RB,16,16,237,1069,6,43,68,4.5,66.8,3,2010
14,15,Matt Forte,CHI,27,RB,15,15,248,1094,5,45,46,4.4,72.9,2,2012
4,5,Matt Forte,CHI,29,RB,16,16,266,1038,6,65,32,3.9,64.9,2,2014
10,11,Matt Forte,CHI,30,RB,13,13,218,898,4,47,27,4.1,69.1,2,2015
14,15,Matt Forte,NYJ,31,RB,14,13,218,813,7,36,32,3.7,58.1,1,2016
48,48,Matt Forte,NYJ,32,RB,12,4,103,381,2,13,20,3.7,31.8,1,2017
18,19,Matt Forte*,CHI,26,RB,12,12,203,997,3,41,46,4.9,83.1,2,2011
2,3,Matt Forte*,CHI,28,RB,16,16,289,1339,9,73,55,4.6,83.7,2,2013
34,34,Matt Jones,WAS,22,RB,13,0,144,490,3,31,39,3.4,37.7,5,2015
43,43,Matt Jones,WAS,23,RB,7,7,99,460,3,28,57,4.6,65.7,3,2016
203,198,Matt Jones,IND,24,RB,5,0,5,14,0,1,5,2.8,2.8,0,2017
219,213,Matt Lawrence,BAL,24,RB,8,0,4,0,0,0,4,0,0,0,2009
198,193,Matthew Dayes,CLE,23,RB,16,0,5,13,0,1,4,2.6,0.8,0,2017
45,45,Maurice Hicks,SFO,26,RB,9,2,96,362,2,20,35,3.8,40.2,3,2004
65,64,Maurice Hicks,SFO,27,RB,14,3,59,308,3,13,73,5.2,22,0,2005
92,90,Maurice Hicks,SFO,28,RB,16,0,29,82,0,4,9,2.8,5.1,2,2006
118,116,Maurice Hicks,SFO,29,RB,16,0,21,117,1,3,18,5.6,7.3,3,2007
33,33,Maurice Jones-Drew,JAX,21,RB,16,1,166,941,13,46,74,5.7,58.8,1,2006
30,30,Maurice Jones-Drew,JAX,22,RB,15,0,167,768,9,47,57,4.6,51.2,2,2007
24,25,Maurice Jones-Drew,JAX,23,RB,16,3,197,824,12,49,46,4.2,51.5,6,2008
52,52,Maurice Jones-Drew,JAX,27,RB,6,5,86,414,1,21,59,4.8,69,2,2012
13,14,Maurice Jones-Drew,JAX,28,RB,15,15,234,803,5,46,48,3.4,53.5,1,2013
89,88,Maurice Jones-Drew,OAK,29,RB,12,1,43,96,0,2,13,2.2,8,1,2014
4,5,Maurice Jones-Drew*,JAX,24,RB,16,16,312,1391,15,69,80,4.5,86.9,2,2009
7,8,Maurice Jones-Drew*,JAX,25,RB,14,14,299,1324,5,74,37,4.4,94.6,2,2010
0,1,Maurice Jones-Drew*+,JAX,26,RB,16,16,343,1606,8,76,56,4.7,100.4,6,2011
87,86,Maurice Morris,SEA,23,RB,11,0,32,153,0,7,24,4.8,13.9,1,2002
90,89,Maurice Morris,SEA,24,RB,16,1,38,239,0,10,43,6.3,14.9,2,2003
100,98,Maurice Morris,SEA,25,RB,15,0,30,126,0,9,12,4.2,8.4,0,2004
56,56,Maurice Morris,SEA,26,RB,16,2,71,288,1,18,49,4.1,18,0,2005
34,34,Maurice Morris,SEA,27,RB,16,8,161,604,0,34,29,3.8,37.8,1,2006
39,39,Maurice Morris,SEA,28,RB,14,6,140,628,4,33,46,4.5,44.9,1,2007
41,41,Maurice Morris,SEA,29,RB,13,6,132,574,0,29,45,4.3,44.2,1,2008
53,53,Maurice Morris,DET,30,RB,14,3,93,384,2,14,64,4.1,27.4,1,2009
49,49,Maurice Morris,DET,31,RB,14,7,90,336,5,17,26,3.7,24,1,2010
62,61,Maurice Morris,DET,32,RB,16,5,80,316,1,12,31,4,19.8,1,2011
126,123,Maurice Smith,ATL,24,RB,10,0,19,69,0,5,16,3.6,6.9,0,2000
16,17,Maurice Smith,ATL,25,RB,16,12,237,760,5,38,58,3.2,47.5,1,2001
228,222,Mekhi Sargent,3TM,24,RB,7,0,5,11,0,1,3,2.2,1.6,0,2021
21,22,Melvin Gordon,SDG,22,RB,14,12,184,641,0,36,27,3.5,45.8,6,2015
2,3,Melvin Gordon,LAC,24,RB,16,16,284,1105,8,61,87,3.9,69.1,1,2017
27,28,Melvin Gordon,LAC,26,RB,12,11,162,612,8,39,24,3.8,51,4,2019
8,9,Melvin Gordon,DEN,27,RB,15,10,215,986,9,46,65,4.6,65.7,4,2020
14,15,Melvin Gordon,DEN,28,RB,16,16,203,918,8,48,70,4.5,57.4,3,2021
54,54,Melvin Gordon,DEN,29,RB,10,6,90,318,2,15,17,3.5,31.8,5,2022
9,10,Melvin Gordon*,SDG,23,RB,13,11,254,997,10,62,48,3.9,76.7,2,2016
19,20,Melvin Gordon*,LAC,25,RB,12,12,175,885,10,47,34,5.1,73.8,1,2018
63,62,Mewelde Moore,MIN,22,RB,10,3,65,379,0,17,33,5.8,37.9,0,2004
34,34,Mewelde Moore,MIN,23,RB,16,8,155,662,1,33,33,4.3,41.4,2,2005
107,105,Mewelde Moore,MIN,24,RB,16,0,24,131,0,4,15,5.5,8.2,3,2006
125,122,Mewelde Moore,MIN,25,RB,12,0,20,113,0,6,17,5.7,9.4,1,2007
38,38,Mewelde Moore,PIT,26,RB,16,4,140,588,5,36,32,4.2,36.8,2,2008
97,95,Mewelde Moore,PIT,27,RB,16,0,35,118,0,7,15,3.4,7.4,0,2009
99,97,Mewelde Moore,PIT,28,RB,15,0,33,99,0,4,18,3,6.6,0,2010
118,116,Mewelde Moore,PIT,29,RB,12,0,22,157,0,5,21,7.1,13.1,2,2011
157,153,Mewelde Moore,IND,30,RB,9,0,13,20,0,1,6,1.5,2.2,1,2012
180,176,Michael Bates*,CAR,31,RB,16,0,5,13,0,0,8,2.6,0.8,4,2000
25,26,Michael Bennett,MIN,23,RB,13,13,172,682,2,28,31,4,52.5,0,2001
49,49,Michael Bennett,MIN,25,RB,8,7,90,447,1,18,28,5,55.9,2,2003
57,57,Michael Bennett,MIN,26,RB,11,7,70,276,1,14,25,3.9,25.1,1,2004
39,39,Michael Bennett,MIN,27,RB,16,6,126,473,3,21,61,3.8,29.6,5,2005
